Stock;Features
MAR;RSI_10, MACD_12_26_9, MACD_7_18_9, WILLIAMS_R_14, ROC_COL_Open_1, ROC_COL_Open_2, ROC_COL_High_1, ADX_14, BB_ZSCORE_10_1.5, BB_WIDTH_20_1, BB_UPPER_20_2, BB_UPPER_30_2, BB_PERCENT_B_30_2, BB_LOWER_20_3, OBV_EMA_10, CONNORS_RSI_3_2_25, CHO_3_10, BINARY_MACD_SIGNAL_10_20_7_UP, BINARY_MACD_HISTOGRAM_10_20_7_UP, BINARY_WILLIAMS_R_10_OVERSOLD, BINARY_CCI_9_OVERSOLD, BINARY_CCI_15_OVERSOLD, BINARY_ROC_12_UPTREND, BINARY_ADX_12_UPTREND, BINARY_ULCER_INDEX_9_UP
CDNS;MACD_12_26_9, STOCH_D_14_3_3, CCI_9, ROC_2, ADX_12, PDI_12, BB_SMA_30_2, BB_PERCENT_B_50_2, BB_UPPER_20_3, ADL, BINARY_RSI_8_OVERSOLD, BINARY_RSI_12_OVERSOLD, BINARY_CCI_15_OVERSOLD, BINARY_ADX_9_UPTREND, BINARY_ADX_10_DOWNTREND, BINARY_ADX_12_DOWNTREND, BINARY_ATR_8_VOL_UP, BINARY_BB_50_2_ABOVE, BINARY_CONNORS_RSI_3_2_25_OVERBOUGHT, BINARY_ADL_EMA_14_UP, BINARY_ADL_EMA_15_DOWN, BINARY_ADL_EMA_20_UP, BINARY_CHO_5_20_UP, BINARY_TEMA_10_UPTREND, BINARY_ULCER_INDEX_5_UP
CAT;RSI_10, MACD_10_20_7, MACD_SIGNAL_10_20_7, ROC_COL_Open_5, PDI_12, BB_PERCENT_B_10_2, BB_UPPER_20_1, BB_UPPER_30_2, BB_ZSCORE_50_2, BB_ZSCORE_20_3, CHO_3_10, BINARY_RSI_14_OVERBOUGHT, BINARY_MACD_12_26_9_UP, BINARY_STOCH_14_3_3_K_ABOVE_D, BINARY_WILLIAMS_R_10_OVERSOLD, BINARY_CCI_12_OVERBOUGHT, BINARY_CCI_14_OVERBOUGHT, BINARY_ADX_8_UPTREND, BINARY_ADX_9_STRONG_TREND, BINARY_ADX_9_DOWNTREND, BINARY_ADX_14_STRONG_TREND, BINARY_BB_30_2_ABOVE, BINARY_CONNORS_RSI_3_2_25_OVERSOLD, BINARY_TEMA_7_UPTREND, BINARY_ULCER_INDEX_9_UP
INTU;MACD_12_26_9, STOCH_SIGNAL_14_3_3, ROC_1, ROC_7, ROC_COL_High_5, BB_ZSCORE_10_2, BB_ZSCORE_20_2.5, BB_WIDTH_20_2.5, BB_SMA_30_2, BB_SMA_50_2, BB_ZSCORE_50_2, OBV, OBV_EMA_5, ADL_EMA_10, TEMA_7, BINARY_RSI_14_OVERSOLD, BINARY_MACD_HISTOGRAM_7_18_9_UP, BINARY_ROC_2_UPTREND, BINARY_ADX_8_DOWNTREND, BINARY_ADX_9_DOWNTREND, BINARY_ADX_10_DOWNTREND, BINARY_BB_10_1.5_BELOW, BINARY_BB_30_2_BELOW, BINARY_UO_7_14_28_UP, BINARY_MFI_10_OVERBOUGHT
GILD;MACD_SIGNAL_12_26_9, MACD_SIGNAL_10_20_7, MACD_HISTOGRAM_10_20_7, ROC_5, ROC_COL_High_2, BB_ZSCORE_10_2, BB_UPPER_20_1, BB_WIDTH_20_2.5, BB_SMA_50_2, BB_UPPER_50_2, BB_PERCENT_B_50_2, OBV, ADL_EMA_17, TEMA_12, SAR_0.02_0.2, BINARY_EMA_12_UPTREND, BINARY_MACD_12_26_9_UP, BINARY_MACD_HISTOGRAM_7_18_9_UP, BINARY_CCI_20_OVERBOUGHT, BINARY_ROC_10_UPTREND, BINARY_ATR_14_VOL_UP, BINARY_BB_10_1.5_BELOW, BINARY_OBV_EMA_5_DOWN, BINARY_ADL_EMA_12_UP, BINARY_ADL_EMA_20_UP
MU;MACD_HISTOGRAM_10_20_7, WILLIAMS_R_14, WILLIAMS_R_17, ROC_COL_Open_5, ROC_COL_Low_2, ADX_12, MDI_12, BB_SMA_10_1.5, BB_UPPER_10_2, BB_ZSCORE_20_1, BB_LOWER_20_2.5, BB_UPPER_30_2, BB_ZSCORE_30_2, BB_PERCENT_B_50_2, BB_PERCENT_B_20_3, CONNORS_RSI_STREAK_2, CONNORS_PERCENT_RANK_25, BINARY_MACD_12_26_9_UP, BINARY_ROC_3_UPTREND, BINARY_ROC_10_UPTREND, BINARY_ROC_14_UPTREND, BINARY_BB_10_1.5_ABOVE, BINARY_OBV_EMA_5_UP, BINARY_MFI_10_OVERBOUGHT, BINARY_ADL_EMA_12_DOWN
EBAY;CCI_12, ROC_14, ROC_COL_Low_2, ATR_14, BB_LOWER_10_1.5, BB_SMA_10_2, BB_UPPER_20_2.5, BB_PERCENT_B_20_2.5, BB_UPPER_30_2, BB_WIDTH_50_2, BB_LOWER_20_3, MFI_14, BINARY_RSI_12_OVERBOUGHT, BINARY_WILLIAMS_R_10_OVERSOLD, BINARY_CCI_12_OVERBOUGHT, BINARY_CCI_15_OVERSOLD, BINARY_ADX_10_DOWNTREND, BINARY_BB_20_1_ABOVE, BINARY_BB_20_2_BELOW, BINARY_CONNORS_RSI_3_2_25_OVERSOLD, BINARY_ADL_EMA_17_UP, BINARY_ADL_EMA_17_DOWN, BINARY_CHO_5_20_UP, BINARY_TEMA_14_UPTREND, BINARY_ULCER_INDEX_5_DOWN
AXP;RSI_10, CCI_20, ROC_3, ROC_12, ROC_COL_Open_5, ROC_COL_Low_2, ROC_COL_Low_10, ROC_COL_Low_14, MDI_14, BB_LOWER_10_1.5, BB_ZSCORE_20_1, BB_SMA_30_2, BB_UPPER_30_2, BB_PERCENT_B_30_2, BB_WIDTH_30_2, BB_WIDTH_20_3, CONNORS_PERCENT_RANK_25, ADL, CHO_3_10, BINARY_EMA_7_UPTREND, BINARY_CCI_9_OVERBOUGHT, BINARY_BB_20_1_BELOW, BINARY_OBV_EMA_5_UP, BINARY_ADL_EMA_10_UP, BINARY_ADL_EMA_12_DOWN
AMAT;RSI_12, MACD_SIGNAL_7_18_9, ROC_10, ROC_14, ROC_COL_Open_5, ROC_COL_Open_12, ROC_COL_High_12, ADX_8, PDI_12, MDI_14, BB_ZSCORE_10_1.5, BB_UPPER_20_2.5, BB_WIDTH_30_2, BB_SMA_50_2, BB_WIDTH_20_3, ADL_EMA_14, ADL_EMA_15, TEMA_14, BINARY_EMA_10_UPTREND, BINARY_RSI_10_OVERBOUGHT, BINARY_RSI_10_OVERSOLD, BINARY_CCI_14_OVERSOLD, BINARY_ADX_14_DOWNTREND, BINARY_BB_30_2_BELOW, BINARY_BB_20_3_BELOW
COST;CCI_14, ROC_1, ROC_7, BB_LOWER_10_1.5, BB_ZSCORE_20_1, BB_LOWER_20_2, BB_UPPER_30_2, BB_ZSCORE_30_2, BB_ZSCORE_20_3, MFI_10, ADL, TEMA_10, ULCER_INDEX_5, BINARY_CCI_15_OVERBOUGHT, BINARY_ADX_14_DOWNTREND, BINARY_ATR_8_VOL_UP, BINARY_BB_20_1_BELOW, BINARY_OBV_EMA_5_UP, BINARY_MFI_7_OVERSOLD, BINARY_ADL_EMA_10_UP, BINARY_ADL_EMA_20_DOWN, BINARY_CHO_5_20_UP, BINARY_SAR_0.02_0.2_UP, BINARY_ULCER_INDEX_5_UP, BINARY_ULCER_INDEX_9_UP
MSFT;STOCH_SIGNAL_14_3_3, ROC_1, ROC_COL_Open_7, ROC_COL_Low_2, ROC_COL_Low_12, PDI_12, BB_WIDTH_10_2, BB_UPPER_20_1, BB_LOWER_20_1, BB_ZSCORE_20_2, ADL_EMA_17, BINARY_EMA_10_UPTREND, BINARY_EMA_14_UPTREND, BINARY_RSI_12_OVERSOLD, BINARY_MACD_SIGNAL_7_18_9_UP, BINARY_MACD_HISTOGRAM_10_20_7_UP, BINARY_CCI_14_OVERBOUGHT, BINARY_ADX_9_DOWNTREND, BINARY_BB_10_2_BELOW, BINARY_BB_20_2_ABOVE, BINARY_BB_20_2_BELOW, BINARY_BB_20_2.5_ABOVE, BINARY_OBV_UP, BINARY_ADL_EMA_10_UP, BINARY_TEMA_7_UPTREND
ORCL;MACD_12_26_9, STOCH_D_14_3_3, ROC_14, ROC_COL_Open_7, ROC_COL_Low_14, BB_UPPER_10_2, BB_ZSCORE_10_2, BB_PERCENT_B_20_1, BB_UPPER_20_3, BB_PERCENT_B_20_3, OBV, CONNORS_RSI_3_2_25, ULCER_INDEX_9, BINARY_RSI_8_OVERSOLD, BINARY_MACD_HISTOGRAM_7_18_9_UP, BINARY_CCI_20_OVERSOLD, BINARY_ROC_12_UPTREND, BINARY_ADX_10_STRONG_TREND, BINARY_BB_20_1_BELOW, BINARY_MFI_7_OVERBOUGHT, BINARY_MFI_14_OVERBOUGHT, BINARY_ADL_EMA_10_DOWN, BINARY_ADL_EMA_14_DOWN, BINARY_ADL_EMA_20_UP, BINARY_CHO_5_20_UP
ADI;STOCH_K_14_3_3, ROC_5, ROC_10, ROC_COL_High_1, ROC_COL_High_7, MDI_8, MDI_14, ATR_12, BB_SMA_10_2, BB_LOWER_10_2, BB_LOWER_20_2.5, BB_SMA_50_2, BB_UPPER_50_2, MFI_7, SAR_0.02_0.2, BINARY_RSI_12_OVERSOLD, BINARY_RSI_14_OVERBOUGHT, BINARY_MACD_SIGNAL_12_26_9_UP, BINARY_MACD_HISTOGRAM_12_26_9_UP, BINARY_MACD_SIGNAL_7_18_9_UP, BINARY_CCI_20_OVERBOUGHT, BINARY_ADL_EMA_12_UP, BINARY_CHO_3_10_UP, BINARY_CHO_5_20_UP, BINARY_TEMA_14_UPTREND
MS;CCI_20, ROC_COL_High_2, ROC_COL_High_14, MDI_8, ADX_10, BB_ZSCORE_10_2, BB_WIDTH_20_1, BB_PERCENT_B_20_2, BB_ZSCORE_20_2.5, BB_WIDTH_20_3, OBV_EMA_10, ADL, BINARY_EMA_10_UPTREND, BINARY_RSI_14_OVERSOLD, BINARY_MACD_SIGNAL_12_26_9_UP, BINARY_MACD_SIGNAL_7_18_9_UP, BINARY_WILLIAMS_R_10_OVERBOUGHT, BINARY_CCI_9_OVERSOLD, BINARY_CCI_12_OVERSOLD, BINARY_ROC_14_UPTREND, BINARY_ADX_9_DOWNTREND, BINARY_ADX_10_STRONG_TREND, BINARY_OBV_UP, BINARY_SAR_0.02_0.2_DOWN, BINARY_ULCER_INDEX_14_UP
NKE;RSI_8, MACD_12_26_9, STOCH_K_14_3_3, ROC_3, ROC_7, ROC_COL_Open_1, ROC_COL_Open_10, ROC_COL_High_2, ROC_COL_High_5, PDI_9, PDI_14, BB_SMA_20_1, BB_UPPER_20_2, BB_LOWER_20_2, BB_PERCENT_B_20_2.5, BB_SMA_50_2, BB_ZSCORE_20_3, MFI_10, ADL, BINARY_RSI_12_OVERSOLD, BINARY_ADX_10_UPTREND, BINARY_ADX_12_UPTREND, BINARY_BB_30_2_ABOVE, BINARY_MFI_10_OVERBOUGHT, BINARY_ULCER_INDEX_5_DOWN
