Target;Stock;best_score_neg_rmse;best_rmse_pos;subsample;n_estimators;max_depth;learning_rate;colsample_bytree
TARGET_TREND_ANG_15_10;MSFT;-0.09682750941779894;0.09682750941779894;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_15_10;AXP;-0.1028261061100307;0.1028261061100307;1.0;250;5;0.03;0.85
TARGET_TREND_ANG_15_10;SBUX;-0.11038290397555922;0.11038290397555922;1.0;200;5;0.03;1.0
TARGET_TREND_ANG_15_10;COST;-0.11182551980681639;0.11182551980681639;1.0;150;4;0.01;1.0
TARGET_TREND_ANG_15_10;ORCL;-0.11284163189100684;0.11284163189100684;1.0;150;3;0.03;1.0
TARGET_TREND_ANG_15_10;INTU;-0.11540580412627001;0.11540580412627001;0.7;50;3;0.03;0.85
TARGET_TREND_ANG_15_10;NKE;-0.11895769039186051;0.11895769039186051;0.7;250;3;0.1;0.7
TARGET_TREND_ANG_15_10;ADI;-0.12515967551633725;0.12515967551633725;1.0;200;6;0.05;0.85
TARGET_TREND_ANG_15_10;MAR;-0.12677025827809998;0.12677025827809998;0.85;200;3;0.01;0.7
TARGET_TREND_ANG_15_10;EBAY;-0.12799431826693483;0.12799431826693483;0.7;250;3;0.1;1.0
TARGET_TREND_ANG_15_10;CDNS;-0.12929471779626356;0.12929471779626356;1.0;250;3;0.01;0.85
TARGET_TREND_ANG_15_10;GILD;-0.1307231057137632;0.1307231057137632;0.7;200;3;0.03;1.0
TARGET_TREND_ANG_15_10;BKNG;-0.13382406495591695;0.13382406495591695;0.85;50;5;0.03;1.0
TARGET_TREND_ANG_15_10;AAPL;-0.13517070004590784;0.13517070004590784;0.85;150;6;0.03;0.85
TARGET_TREND_ANG_15_10;MS;-0.13680003793995135;0.13680003793995135;1.0;150;3;0.01;0.85
TARGET_TREND_ANG_15_10;CAT;-0.14008042753681657;0.14008042753681657;0.85;150;3;0.05;0.85
TARGET_TREND_ANG_15_10;AMZN;-0.14054446100666732;0.14054446100666732;0.7;250;3;0.1;0.7
TARGET_TREND_ANG_15_10;KLAC;-0.15043741664810176;0.15043741664810176;0.85;250;3;0.01;1.0
TARGET_TREND_ANG_15_10;REGN;-0.16487281115155358;0.16487281115155358;0.7;50;3;0.1;1.0
TARGET_TREND_ANG_15_10;VRTX;-0.1662294779781931;0.1662294779781931;0.7;250;3;0.03;0.7
TARGET_TREND_ANG_15_10;AMAT;-0.17357834155915172;0.17357834155915172;0.7;50;3;0.05;0.7
TARGET_TREND_ANG_15_10;LRCX;-0.17479604465625262;0.17479604465625262;0.85;200;3;0.01;0.7
TARGET_TREND_ANG_15_10;MU;-0.2008012203623213;0.2008012203623213;0.7;250;3;0.1;1.0
TARGET_TREND_ANG_15_10;NVDA;-0.20121122943920036;0.20121122943920036;0.7;250;3;0.1;0.7
TARGET_TREND_ANG_15_10;AMD;-0.24120426359815914;0.24120426359815914;1.0;200;4;0.1;1.0
