Target;Stock;best_score_neg_rmse;best_rmse_pos;subsample;n_estimators;max_depth;learning_rate;colsample_bytree
TARGET_TREND_ANG_10_8;MSFT;-0.1271043624148567;0.1271043624148567;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_8;AXP;-0.1320882892060349;0.1320882892060349;1.0;50;6;0.01;1.0
TARGET_TREND_ANG_10_8;SBUX;-0.13663672456868636;0.13663672456868636;0.7;100;6;0.05;0.85
TARGET_TREND_ANG_10_8;COST;-0.1394175361991036;0.1394175361991036;1.0;50;6;0.01;1.0
TARGET_TREND_ANG_10_8;ORCL;-0.14060037737738887;0.14060037737738887;1.0;150;4;0.01;1.0
TARGET_TREND_ANG_10_8;INTU;-0.14656043478272518;0.14656043478272518;1.0;50;6;0.01;1.0
TARGET_TREND_ANG_10_8;NKE;-0.15182220861167095;0.15182220861167095;1.0;150;3;0.01;0.85
TARGET_TREND_ANG_10_8;MAR;-0.15615438693035846;0.15615438693035846;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_8;CDNS;-0.15676159271786405;0.15676159271786405;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_8;ADI;-0.15811798969207827;0.15811798969207827;0.85;250;3;0.05;0.7
TARGET_TREND_ANG_10_8;EBAY;-0.1623575506287126;0.1623575506287126;0.7;250;3;0.1;0.7
TARGET_TREND_ANG_10_8;AAPL;-0.1645414417983924;0.1645414417983924;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_8;GILD;-0.1659297080884562;0.1659297080884562;0.85;150;3;0.05;0.85
TARGET_TREND_ANG_10_8;BKNG;-0.16618384300167796;0.16618384300167796;0.85;50;5;0.01;0.7
TARGET_TREND_ANG_10_8;MS;-0.1693659640282249;0.1693659640282249;1.0;150;3;0.01;0.85
TARGET_TREND_ANG_10_8;AMZN;-0.17273554631483998;0.17273554631483998;1.0;100;6;0.01;0.85
TARGET_TREND_ANG_10_8;CAT;-0.17507024929456091;0.17507024929456091;1.0;100;3;0.03;0.7
TARGET_TREND_ANG_10_8;KLAC;-0.18240729655965984;0.18240729655965984;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_8;REGN;-0.20165986032264996;0.20165986032264996;0.7;100;5;0.05;0.85
TARGET_TREND_ANG_10_8;VRTX;-0.2022096932368057;0.2022096932368057;1.0;150;6;0.01;1.0
TARGET_TREND_ANG_10_8;AMAT;-0.20707720331296622;0.20707720331296622;0.7;50;3;0.1;1.0
TARGET_TREND_ANG_10_8;LRCX;-0.2088398771973717;0.2088398771973717;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_8;NVDA;-0.24080766166935516;0.24080766166935516;1.0;200;6;0.05;0.85
TARGET_TREND_ANG_10_8;MU;-0.24654612274742535;0.24654612274742535;1.0;250;4;0.03;0.85
TARGET_TREND_ANG_10_8;AMD;-0.28372024925765976;0.28372024925765976;0.85;200;3;0.1;0.85
