Target;Stock;best_score_neg_rmse;best_rmse_pos;subsample;n_estimators;max_depth;learning_rate;colsample_bytree
TARGET_TREND_ANG_5_10;AXP;-0.1735825482700276;0.1735825482700276;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_10;SBUX;-0.17708016165093307;0.17708016165093307;0.85;200;3;0.1;0.85
TARGET_TREND_ANG_5_10;COST;-0.17830679915856748;0.17830679915856748;0.85;50;5;0.01;0.7
TARGET_TREND_ANG_5_10;MSFT;-0.17896568882940303;0.17896568882940303;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_10;ORCL;-0.18002525526489496;0.18002525526489496;1.0;150;3;0.01;0.85
TARGET_TREND_ANG_5_10;INTU;-0.1926181074622244;0.1926181074622244;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_10;MAR;-0.1993132205071355;0.1993132205071355;1.0;50;6;0.01;1.0
TARGET_TREND_ANG_5_10;NKE;-0.19979131578522977;0.19979131578522977;0.85;50;5;0.03;1.0
TARGET_TREND_ANG_5_10;CDNS;-0.20038582781656708;0.20038582781656708;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_10;EBAY;-0.20509732967107616;0.20509732967107616;1.0;50;4;0.1;0.85
TARGET_TREND_ANG_5_10;AAPL;-0.20605721986535083;0.20605721986535083;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_10;GILD;-0.20828731336528516;0.20828731336528516;1.0;150;4;0.03;0.85
TARGET_TREND_ANG_5_10;BKNG;-0.20829608245013229;0.20829608245013229;0.85;50;5;0.01;0.7
TARGET_TREND_ANG_5_10;ADI;-0.2084756408663785;0.2084756408663785;1.0;200;6;0.03;1.0
TARGET_TREND_ANG_5_10;MS;-0.21870839247634102;0.21870839247634102;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_10;AMZN;-0.22198478881874265;0.22198478881874265;0.85;100;6;0.01;0.7
TARGET_TREND_ANG_5_10;CAT;-0.22353368084851835;0.22353368084851835;0.85;250;3;0.05;0.7
TARGET_TREND_ANG_5_10;KLAC;-0.22428486413373314;0.22428486413373314;0.7;250;3;0.1;0.7
TARGET_TREND_ANG_5_10;VRTX;-0.24564500862767868;0.24564500862767868;0.7;100;3;0.05;0.85
TARGET_TREND_ANG_5_10;REGN;-0.2495079533511776;0.2495079533511776;0.7;100;3;0.03;0.7
TARGET_TREND_ANG_5_10;AMAT;-0.25102191139266655;0.25102191139266655;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_10;LRCX;-0.25360169310839625;0.25360169310839625;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_10;NVDA;-0.28098863154525233;0.28098863154525233;0.85;250;4;0.1;0.85
TARGET_TREND_ANG_5_10;MU;-0.3001802751796074;0.3001802751796074;1.0;150;3;0.1;1.0
TARGET_TREND_ANG_5_10;AMD;-0.32936302973727855;0.32936302973727855;1.0;50;3;0.01;0.7
