Target;Stock;best_score_neg_rmse;best_rmse_pos;subsample;n_estimators;max_depth;learning_rate;colsample_bytree
TARGET_TREND_ANG_10_15;MSFT;-0.12824353208567907;0.12824353208567907;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_15;AXP;-0.13129369748290218;0.13129369748290218;0.85;100;6;0.01;0.7
TARGET_TREND_ANG_10_15;SBUX;-0.13786665717740662;0.13786665717740662;1.0;100;6;0.01;0.85
TARGET_TREND_ANG_10_15;COST;-0.14036244273704798;0.14036244273704798;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_15;ORCL;-0.14161858442950648;0.14161858442950648;1.0;200;5;0.03;0.7
TARGET_TREND_ANG_10_15;INTU;-0.14935986585386465;0.14935986585386465;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_15;NKE;-0.1524124586253878;0.1524124586253878;1.0;50;6;0.01;1.0
TARGET_TREND_ANG_10_15;MAR;-0.15704254706274756;0.15704254706274756;0.85;50;5;0.01;0.7
TARGET_TREND_ANG_10_15;CDNS;-0.15842963113919173;0.15842963113919173;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_15;ADI;-0.16063954666253275;0.16063954666253275;0.85;150;5;0.1;0.85
TARGET_TREND_ANG_10_15;EBAY;-0.1629235910991163;0.1629235910991163;0.85;50;5;0.1;0.7
TARGET_TREND_ANG_10_15;GILD;-0.16455427035389344;0.16455427035389344;0.7;50;3;0.1;1.0
TARGET_TREND_ANG_10_15;AAPL;-0.1646033116578529;0.1646033116578529;1.0;50;6;0.01;1.0
TARGET_TREND_ANG_10_15;BKNG;-0.1672447619234226;0.1672447619234226;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_15;MS;-0.1695776579183582;0.1695776579183582;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_15;CAT;-0.17274674948002613;0.17274674948002613;1.0;150;3;0.1;1.0
TARGET_TREND_ANG_10_15;AMZN;-0.17434200318681517;0.17434200318681517;0.85;50;5;0.01;0.7
TARGET_TREND_ANG_10_15;KLAC;-0.1837926738812329;0.1837926738812329;1.0;50;6;0.01;1.0
TARGET_TREND_ANG_10_15;VRTX;-0.2027614889203002;0.2027614889203002;1.0;50;6;0.01;1.0
TARGET_TREND_ANG_10_15;REGN;-0.20368134104571414;0.20368134104571414;0.85;200;3;0.01;0.85
TARGET_TREND_ANG_10_15;AMAT;-0.20794249682061586;0.20794249682061586;0.85;50;5;0.01;0.7
TARGET_TREND_ANG_10_15;LRCX;-0.20951178290396846;0.20951178290396846;0.85;50;5;0.01;0.7
TARGET_TREND_ANG_10_15;NVDA;-0.2432242550264132;0.2432242550264132;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_10_15;MU;-0.2482198177832915;0.2482198177832915;0.7;100;4;0.1;0.7
TARGET_TREND_ANG_10_15;AMD;-0.2857478087075598;0.2857478087075598;1.0;50;3;0.01;0.7
