Año;AMAT;INTU;MS;COST;LRCX;MSFT;CDNS;BKNG;Otros
2020;6.01447848953408;2.0280331566234677;5.598493048660458;2.5990102963098716;3.020374973677749;5.5277033980452455;1.9972655910013424;3.0143263989585627;10.18505268858513
2021;6.967868718963587;4.276914498881303;1.785993742428503;2.2700169522376745;2.3164148525090145;1.436776963875402;1.5678236818475522;0.42431574508680836;9.305599408747684
2022;-2.324701278680636;-2.144404342362472;1.1361286398881734;-0.9798906620169446;0.6456728838512229;-0.8183349447164519;0.26014075241251394;-0.9176108301234492;6.84625603952235
2023;2.5829335533224422;2.2332179081366013;0.5393382595017032;1.776499164111708;2.167905880697317;0.02950840641085721;1.8323446664144105;0.8193982691296376;6.759194551590743
2024;-1.0440748722378017;-0.09048100388026473;0.5991242599166017;1.5784731815779454;0.2848009858590276;0.3681464090493639;1.6519886128633334;1.1406096844023494;5.33191437551869
