Fecha,Symbol,Fold,Target,Predicted,Model,TargetName
2020-08-04,NVDA,2020,0.74052,0.69530374,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-05,NVDA,2020,0.75807,0.69355834,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-06,NVDA,2020,0.74956,0.6837094,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-07,NVDA,2020,0.74422,0.6529505,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-10,NVDA,2020,0.78031,0.6044921,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-11,NVDA,2020,0.79096,0.5072003,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-12,NVDA,2020,0.78008,0.59374034,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-13,NVDA,2020,0.77613,0.58604366,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-14,NVDA,2020,0.78516,0.5999666,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-17,NVDA,2020,0.79125,0.6902294,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-18,NVDA,2020,0.81052,0.69070446,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-19,NVDA,2020,0.82456,0.6509836,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-20,NVDA,2020,0.82589,0.6359194,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-21,NVDA,2020,0.82494,0.6796507,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-24,NVDA,2020,0.82855,0.6762234,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-25,NVDA,2020,0.82499,0.6589243,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-26,NVDA,2020,0.84537,0.6445601,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-27,NVDA,2020,0.81374,0.6227112,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-28,NVDA,2020,0.74293,0.6535024,MLP-Torch,TARGET_TREND_ANG_15_5
2020-08-31,NVDA,2020,0.65867,0.67500114,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-01,NVDA,2020,0.6083,0.6993864,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-02,NVDA,2020,0.51692,0.7266954,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-03,NVDA,2020,0.40849,0.5548583,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-04,NVDA,2020,0.3915,0.4239155,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-08,NVDA,2020,0.38037,0.3253886,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-09,NVDA,2020,0.35081,0.3955113,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-10,NVDA,2020,0.31224,0.3599199,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-11,NVDA,2020,0.25796,0.3446286,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-14,NVDA,2020,0.27045,0.4392902,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-15,NVDA,2020,0.29915,0.49620232,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-16,NVDA,2020,0.3295,0.4500133,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-17,NVDA,2020,0.44608,0.42810515,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-18,NVDA,2020,0.52103,0.3989134,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-21,NVDA,2020,0.57371,0.42235845,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-22,NVDA,2020,0.57525,0.47924244,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-23,NVDA,2020,0.65432,0.40371498,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-24,NVDA,2020,0.68775,0.4431676,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-25,NVDA,2020,0.66098,0.51907575,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-28,NVDA,2020,0.71205,0.59474516,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-29,NVDA,2020,0.75977,0.6211628,MLP-Torch,TARGET_TREND_ANG_15_5
2020-09-30,NVDA,2020,0.78105,0.65232235,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-01,NVDA,2020,0.78863,0.67522544,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-02,NVDA,2020,0.78285,0.5824297,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-05,NVDA,2020,0.7846,0.6401444,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-06,NVDA,2020,0.78976,0.65809333,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-07,NVDA,2020,0.75533,0.6526281,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-08,NVDA,2020,0.71359,0.60288435,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-09,NVDA,2020,0.67572,0.5852672,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-12,NVDA,2020,0.6126,0.6302631,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-13,NVDA,2020,0.56813,0.6324566,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-14,NVDA,2020,0.53344,0.58531386,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-15,NVDA,2020,0.49284,0.54244155,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-16,NVDA,2020,0.42692,0.49980065,MLP-Torch,TARGET_TREND_ANG_15_5
2020-10-19,NVDA,2020,0.37096,0.41447818,MLP-Torch,TARGET_TREND_ANG_15_5
