Target;Stock;best_score_neg_rmse;best_rmse_pos;subsample;n_estimators;max_depth;learning_rate;colsample_bytree
TARGET_TREND_ANG_5_12;AXP;-0.17404505535897194;0.17404505535897194;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;SBUX;-0.1772812949311524;0.1772812949311524;1.0;250;4;0.03;0.85
TARGET_TREND_ANG_5_12;COST;-0.17813421093569523;0.17813421093569523;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;MSFT;-0.179373203223397;0.179373203223397;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;ORCL;-0.1800396789506253;0.1800396789506253;1.0;100;5;0.1;0.7
TARGET_TREND_ANG_5_12;INTU;-0.19328995951904326;0.19328995951904326;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;MAR;-0.19876553486844686;0.19876553486844686;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;NKE;-0.2002406396282138;0.2002406396282138;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;CDNS;-0.20072898112752058;0.20072898112752058;1.0;50;6;0.01;1.0
TARGET_TREND_ANG_5_12;AAPL;-0.20559716695845376;0.20559716695845376;0.85;50;5;0.01;0.7
TARGET_TREND_ANG_5_12;EBAY;-0.20570153740831665;0.20570153740831665;0.85;250;3;0.05;0.7
TARGET_TREND_ANG_5_12;GILD;-0.20842372567311707;0.20842372567311707;1.0;100;3;0.03;0.7
TARGET_TREND_ANG_5_12;BKNG;-0.2088711561106682;0.2088711561106682;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;ADI;-0.20922083259896307;0.20922083259896307;0.85;250;4;0.1;0.85
TARGET_TREND_ANG_5_12;MS;-0.21811983426793533;0.21811983426793533;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;AMZN;-0.22237649771000892;0.22237649771000892;1.0;50;6;0.01;1.0
TARGET_TREND_ANG_5_12;CAT;-0.2240920384087439;0.2240920384087439;0.7;50;3;0.1;1.0
TARGET_TREND_ANG_5_12;KLAC;-0.22648192744865014;0.22648192744865014;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;VRTX;-0.24442652576568927;0.24442652576568927;0.7;150;6;0.05;1.0
TARGET_TREND_ANG_5_12;REGN;-0.24936976632382457;0.24936976632382457;1.0;200;6;0.01;1.0
TARGET_TREND_ANG_5_12;AMAT;-0.2515965724518047;0.2515965724518047;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;LRCX;-0.2540094425790233;0.2540094425790233;0.85;50;5;0.01;0.7
TARGET_TREND_ANG_5_12;NVDA;-0.2813707197001882;0.2813707197001882;1.0;50;3;0.01;0.7
TARGET_TREND_ANG_5_12;MU;-0.29990058020062654;0.29990058020062654;0.85;150;4;0.05;0.85
TARGET_TREND_ANG_5_12;AMD;-0.32933620121927815;0.32933620121927815;0.85;50;5;0.01;0.7
